brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
22611.0,for_sale,424900.0,4,3,1.83,1565423.0,Simsbury,Connecticut,06070,2502.0,1992-09-18
33503.0,for_sale,259900.0,3,2,0.21,1407633.0,Durham,Connecticut,06422,1840.0,2006-11-06
22611.0,for_sale,199900.0,4,1,0.33,1016258.0,Wethersfield,Connecticut,06109,1238.0,2000-09-29
22546.0,for_sale,209900.0,3,1,0.23,733333.0,New Britain,Connecticut,06053,1092.0,
10582.0,for_sale,425000.0,3,3,0.3,481337.0,Newington,Connecticut,06111,2328.0,2002-12-12
10585.0,for_sale,222000.0,2,2,,1511524.0,Wethersfield,Connecticut,06109,1277.0,1987-04-07
10582.0,for_sale,799900.0,4,4,3.87,1142127.0,Avon,Connecticut,06001,4324.0,1992-09-11
10582.0,for_sale,699900.0,4,3,0.51,1053811.0,West Hartford,Connecticut,06107,3176.0,1996-09-06
3357.0,for_sale,220000.0,3,1,0.24,1757953.0,Middletown,Connecticut,06457,907.0,
23873.0,for_sale,239900.0,3,2,0.16,893686.0,New Britain,Connecticut,06053,1496.0,1996-09-25
27439.0,for_sale,449000.0,4,4,0.82,1093035.0,Guilford,Vermont,05301,2600.0,
94681.0,for_sale,279999.0,3,1,0.4,99562.0,Pittsfield,Massachusetts,01201,1719.0,2007-10-05
10198.0,for_sale,375000.0,5,3,0.3,1437933.0,Pittsfield,Massachusetts,01201,2256.0,
8936.0,for_sale,499900.0,4,3,0.49,1667819.0,Pittsfield,Massachusetts,01201,2280.0,1998-08-13
102299.0,for_sale,350000.0,4,2,0.29,1053432.0,Pittsfield,Massachusetts,01201,1651.0,
8936.0,for_sale,399900.0,5,3,0.29,1230119.0,Pittsfield,Massachusetts,01201,2127.0,
10198.0,for_sale,299900.0,3,2,0.44,447659.0,Pittsfield,Massachusetts,01201,1464.0,1983-11-01
48460.0,for_sale,329000.0,4,2,0.48,757849.0,Pittsfield,Massachusetts,01201,1756.0,
69377.0,for_sale,629900.0,3,3,0.48,522524.0,Pittsfield,Massachusetts,01201,2418.0,2012-09-07
73688.0,for_sale,529000.0,3,4,,157080.0,Pittsfield,Massachusetts,01201,2435.0,1989-11-21
43035.0,for_sale,388000.0,2,1,4.19,159017.0,Great Barrington,Massachusetts,01230,3822.0,
22006.0,for_sale,425000.0,3,2,2.02,263302.0,Claverack,New York,12521,1600.0,2021-11-24
10858.0,for_sale,1049000.0,3,3,3.1,496577.0,New Marlborough,Massachusetts,01259,2534.0,2008-01-18
94681.0,for_sale,175000.0,4,1,0.13,794361.0,Great Barrington,Massachusetts,01230,1554.0,1997-10-31
69833.0,for_sale,210000.0,3,2,0.6,332945.0,Winchester,Connecticut,06098,1546.0,
32014.0,for_sale,409500.0,4,2,0.5,654197.0,Norfolk,Connecticut,06058,2320.0,
48310.0,for_sale,225000.0,4,2,0.24,871278.0,Copake,New York,12521,1239.0,2018-02-01
7797.0,for_sale,419000.0,3,3,1.9,286373.0,Copake,New York,12516,1800.0,
23402.0,for_sale,365000.0,3,2,2.0,78544.0,Copake,New York,12517,1482.0,
10368.0,for_sale,299999.0,4,1,4.2,423366.0,Copake,New York,12516,1500.0,2006-05-08
86078.0,for_sale,374900.0,3,2,2.9,828396.0,Hillsdale,New York,12529,1404.0,2005-12-22
10277.0,for_sale,420000.0,2,1,0.27,1780887.0,Great Barrington,Massachusetts,01230,2016.0,1997-01-08
56478.0,for_sale,1250000.0,4,3,,268618.0,Great Barrington,Massachusetts,01230,4144.0,2020-07-01
10277.0,for_sale,560000.0,3,2,0.27,1779065.0,Great Barrington,Massachusetts,01230,2016.0,
80935.0,for_sale,425000.0,3,3,3.81,1563860.0,North Canaan,Connecticut,06018,1601.0,2017-05-22
32016.0,for_sale,375000.0,3,2,1.2,1427842.0,Millerton,New York,12546,1350.0,2018-08-31
10858.0,for_sale,549000.0,3,2,0.01,1308377.0,Great Barrington,Massachusetts,01230,1464.0,2012-10-12
107912.0,for_sale,1395000.0,4,4,1.18,842444.0,Salisbury,Connecticut,06039,3167.0,
1687.0,for_sale,895000.0,5,3,1.6,12253.0,Great Barrington,Massachusetts,01230,4406.0,
43035.0,for_sale,599900.0,3,2,,1671870.0,Great Barrington,Massachusetts,01230,1898.0,2003-08-29
107912.0,for_sale,2750000.0,5,3,19.85,1193393.0,Great Barrington,Massachusetts,01230,7000.0,2005-08-29
23402.0,for_sale,365000.0,5,4,2.0,78544.0,Copake,New York,12517,1482.0,
32014.0,for_sale,1225000.0,2,3,0.6,876284.0,Sharon,Connecticut,06069,1666.0,2005-07-11
43035.0,for_sale,459000.0,,,0.23,1565356.0,Great Barrington,Massachusetts,01230,,
41535.0,for_sale,595000.0,4,2,0.75,13444.0,Great Barrington,Massachusetts,01230,2900.0,
41392.0,for_sale,30000.0,,,4.64,1943677.0,Becket,Massachusetts,01223,,
67832.0,for_sale,50000.0,,,4.9,1900184.0,Becket,Massachusetts,01223,,
61576.0,for_sale,159900.0,3,2,0.41,1174167.0,Bennington,Vermont,05201,1352.0,2004-09-02
50010.0,for_sale,249900.0,2,2,,1088450.0,Hancock,Massachusetts,01237,800.0,
51918.0,for_sale,319900.0,4,2,2.23,1128915.0,Pownal,Vermont,05261,1964.0,
86588.0,for_sale,390000.0,3,2,0.75,848533.0,Great Barrington,Massachusetts,01236,1824.0,
10858.0,for_sale,675000.0,3,2,1.02,985313.0,West Stockbridge,Massachusetts,01266,1773.0,
60033.0,for_sale,279900.0,3,2,0.18,677076.0,Lee,Massachusetts,01238,2000.0,
44716.0,for_sale,1350000.0,4,5,,439953.0,Lee,Massachusetts,01238,4000.0,
83893.0,for_sale,95000.0,,,15.56,1949970.0,Cheshire,Massachusetts,01225,,
21935.0,for_sale,260000.0,2,2,,1295501.0,Dalton,Massachusetts,01226,1332.0,2004-11-30
10858.0,for_sale,285000.0,2,1,0.63,114907.0,West Stockbridge,Massachusetts,01266,720.0,2006-08-10
10277.0,for_sale,749000.0,4,3,4.0,1653459.0,Richmond,Massachusetts,01254,5000.0,
67832.0,for_sale,420000.0,3,3,0.53,681890.0,Lenox,Massachusetts,01240,2132.0,
52475.0,for_sale,203713.0,,,15.8,91301.0,Hillsdale,New York,12529,,
56478.0,for_sale,1195000.0,4,4,5.0,222338.0,Alford,Massachusetts,01230,3456.0,
38575.0,for_sale,949000.0,5,4,100.88,1499866.0,Austerlitz,New York,12017,7500.0,
56478.0,for_sale,475000.0,3,2,2.1,1427940.0,Stockbridge,Massachusetts,01262,1430.0,2018-05-31
94682.0,for_sale,795000.0,,,30.0,1852855.0,Canaan,New York,12029,,
10277.0,for_sale,750000.0,3,2,3.09,588946.0,West Stockbridge,Massachusetts,01266,2400.0,
10198.0,for_sale,1695000.0,20,20,10.43,1553304.0,Great Barrington,Massachusetts,01230,17551.0,
56478.0,for_sale,550000.0,2,1,0.3,541310.0,Egremont,Massachusetts,01230,1364.0,2021-09-30
10710.0,for_sale,489900.0,3,2,10.0,1259936.0,Austerlitz,New York,12017,1152.0,2000-12-04
110138.0,for_sale,2500000.0,6,5,0.69,439952.0,Lee,Massachusetts,01238,7000.0,1991-12-30
107508.0,for_sale,429000.0,3,1,1.52,389152.0,Great Barrington,Massachusetts,01230,1458.0,1998-03-17
56478.0,for_sale,475000.0,4,2,0.2,685024.0,Great Barrington,Massachusetts,01230,2274.0,
1687.0,for_sale,399000.0,,1,0.2,386894.0,Great Barrington,Massachusetts,01230,1548.0,
10277.0,for_sale,699000.0,3,2,17.09,1785859.0,Great Barrington,Massachusetts,01230,2380.0,
10826.0,for_sale,625000.0,3,2,2.0,1470637.0,Alford,Massachusetts,01230,2328.0,2003-07-25
48460.0,for_sale,3900000.0,5,6,41.14,1259294.0,Egremont,Massachusetts,01230,12589.0,
107508.0,for_sale,1200000.0,3,4,1.83,948187.0,Great Barrington,Massachusetts,01230,2196.0,
56478.0,for_sale,499000.0,4,2,0.26,423854.0,Great Barrington,Massachusetts,01230,2038.0,2012-02-10
94681.0,for_sale,1735000.0,4,4,2.8,1708273.0,Great Barrington,Massachusetts,01230,3340.0,2004-11-30
10858.0,for_sale,1060000.0,4,2,0.4,46557.0,Great Barrington,Massachusetts,01230,1435.0,
107912.0,for_sale,1299000.0,5,6,3.0,892924.0,Egremont,Massachusetts,01230,3382.0,2004-07-15
10858.0,for_sale,625000.0,5,4,1.79,1067069.0,Great Barrington,Massachusetts,01230,2698.0,
41535.0,for_sale,1875000.0,3,2,0.1,1511442.0,Egremont,Massachusetts,01230,1813.0,
16829.0,for_sale,875000.0,6,3,0.42,186139.0,Great Barrington,Massachusetts,01230,3132.0,
69377.0,for_sale,39000.0,,,5.11,1969501.0,Peru,Massachusetts,01235,,
41535.0,for_sale,849000.0,,,6.0,1182425.0,Great Barrington,Massachusetts,01236,,
107912.0,for_sale,595000.0,3,3,4.56,1273868.0,Sharon,Connecticut,06069,1436.0,
26779.0,for_sale,194900.0,4,3,1.29,1431678.0,Nassau,New York,12123,2274.0,
10211.0,for_sale,40000.0,2,1,0.2,1202236.0,Nassau,New York,12123,690.0,2005-12-01
10368.0,for_sale,125000.0,3,2,1.0,1531619.0,Hoosick Falls,New York,12090,980.0,
99005.0,for_sale,435000.0,3,2,5.01,1470895.0,East Chatham,New York,12060,2504.0,2020-11-09
52568.0,for_sale,429900.0,4,3,2.15,1213044.0,Valatie,New York,12184,2248.0,1993-12-06
46498.0,for_sale,229900.0,7,4,0.21,1032772.0,Torrington,Connecticut,06790,2974.0,
91398.0,for_sale,349900.0,5,2,0.95,478674.0,Watertown,Connecticut,06795,2839.0,2001-05-07
38575.0,for_sale,299900.0,3,1,0.32,330084.0,Niverville,New York,12130,1608.0,
3438.0,for_sale,649000.0,4,4,12.8,1645610.0,Kinderhook,New York,12106,1980.0,2007-04-26
26848.0,for_sale,379500.0,4,3,0.28,1567871.0,Philmont,New York,12565,2080.0,
84786.0,for_sale,305000.0,3,2,0.46,601316.0,Watertown,Connecticut,06795,1338.0,2018-05-30
48746.0,for_sale,342900.0,1,1,0.5,537044.0,Bethlehem,Connecticut,06751,674.0,2018-03-15
84786.0,for_sale,389000.0,3,3,0.39,1245994.0,Watertown,Connecticut,06795,1682.0,
38575.0,for_sale,299900.0,3,1,0.32,330084.0,Kinderhook,New York,12106,1608.0,
106985.0,for_sale,224500.0,4,2,0.12,1364575.0,Torrington,Connecticut,06790,2484.0,2015-08-24
29847.0,for_sale,685000.0,4,3,1.48,423408.0,Litchfield,Connecticut,06759,2904.0,2020-10-28
81218.0,for_sale,398900.0,7,7,0.9,47574.0,Hancock,Massachusetts,01237,5103.0,1998-07-08
50010.0,for_sale,259900.0,3,2,,60875.0,Hancock,Massachusetts,01237,1571.0,2002-02-04
50010.0,for_sale,289900.0,3,2,,39705.0,Hancock,Massachusetts,01237,1565.0,2000-11-29
10198.0,for_sale,70900.0,,,3.12,1937917.0,Lanesborough,Massachusetts,01237,,
10198.0,for_sale,70900.0,,,3.01,1937919.0,Lanesborough,Massachusetts,01237,,
4006.0,for_sale,59900.0,,,2.42,1937918.0,Lanesborough,Massachusetts,01237,,
4563.0,for_sale,250000.0,,,,1845076.0,New Ashford,Massachusetts,01237,,
10277.0,for_sale,2150000.0,15,15,5.4,869011.0,Lee,Massachusetts,01238,15885.0,1999-04-30
60033.0,for_sale,399000.0,4,2,0.23,390012.0,Lee,Massachusetts,01238,2900.0,1989-09-22
27662.0,for_sale,181935.0,,,9.57,1055060.0,Lee,Massachusetts,01238,,
60033.0,for_sale,74900.0,,,2.44,881823.0,Lee,Massachusetts,01238,,
27662.0,for_sale,230033.0,,,12.1,923135.0,Lee,Massachusetts,01238,,
60033.0,for_sale,269000.0,4,2,0.16,894933.0,Lee,Massachusetts,01238,2260.0,1910-01-29
27662.0,for_sale,225000.0,,,11.8,1144951.0,Lee,Massachusetts,01238,,
21935.0,for_sale,1470000.0,7,9,7.01,1408356.0,Lee,Massachusetts,01238,4695.0,
60033.0,for_sale,339000.0,3,2,0.17,1451500.0,Lee,Massachusetts,01238,1922.0,1901-01-01
107912.0,for_sale,3975000.0,17,18,2.0,1480615.0,Lee,Massachusetts,01238,7937.0,1996-04-10
60033.0,for_sale,329900.0,3,2,,1746311.0,Lee,Massachusetts,01238,1405.0,1986-12-12
10277.0,for_sale,925000.0,4,5,,1706234.0,Lee,Massachusetts,01238,3400.0,
94681.0,for_sale,699000.0,5,3,0.26,1568100.0,Lee,Massachusetts,01238,2978.0,
10277.0,for_sale,1050000.0,4,5,,1704720.0,Lee,Massachusetts,01238,3400.0,
86588.0,for_sale,985000.0,,,95.0,601216.0,Lee,Massachusetts,01238,,
81218.0,for_sale,299500.0,,,31.57,1761776.0,Lee,Massachusetts,01238,,
94681.0,for_sale,595000.0,3,2,2.0,762044.0,Lenox,Massachusetts,01240,1706.0,
10277.0,for_sale,524500.0,3,3,,822309.0,Lenox,Massachusetts,01240,1583.0,
10858.0,for_sale,12500000.0,33,15,89.0,958133.0,Lenox,Massachusetts,01240,20821.0,1999-05-14
10856.0,for_sale,695000.0,3,2,1.29,1395613.0,Lenox,Massachusetts,01240,1235.0,
4108.0,for_sale,570000.0,,,11.6,1984273.0,Lenox,Massachusetts,01240,,
10198.0,for_sale,65000.0,,,13.0,1990844.0,Middlefield,Massachusetts,01243,,
107912.0,for_sale,45000.0,,,3.13,1105721.0,Pittsfield,Massachusetts,01201,,
48460.0,for_sale,120000.0,,,4.33,1857276.0,Pittsfield,Massachusetts,01201,,
48460.0,for_sale,120000.0,,,4.54,1857275.0,Pittsfield,Massachusetts,01201,,
48460.0,for_sale,120000.0,,,4.85,1857277.0,Pittsfield,Massachusetts,01201,,
107912.0,for_sale,35000.0,,,1.0,1089199.0,Pittsfield,Massachusetts,01201,,
48460.0,for_sale,90000.0,,,4.01,1857274.0,Pittsfield,Massachusetts,01201,,
48460.0,for_sale,90000.0,,,4.01,1857273.0,Pittsfield,Massachusetts,01201,,
4108.0,for_sale,80000.0,,,2.34,1909979.0,Pittsfield,Massachusetts,01201,,
10198.0,for_sale,49900.0,,,0.36,1884364.0,Pittsfield,Massachusetts,01201,,
4108.0,for_sale,60000.0,,,0.51,1919802.0,Pittsfield,Massachusetts,01201,,
107912.0,for_sale,105000.0,,,5.15,1937358.0,Pittsfield,Massachusetts,01201,,
107912.0,for_sale,35000.0,,,1.02,1072135.0,Pittsfield,Massachusetts,01201,,
11836.0,for_sale,45000.0,,,1.9,1857270.0,Pittsfield,Massachusetts,01201,,
11836.0,for_sale,45000.0,,,1.9,1857272.0,Pittsfield,Massachusetts,01201,,
11836.0,for_sale,45000.0,,,1.9,1857271.0,Pittsfield,Massachusetts,01201,,
11836.0,for_sale,65000.0,,,2.3,1857279.0,Pittsfield,Massachusetts,01201,,
11836.0,for_sale,65000.0,,,2.3,1857268.0,Pittsfield,Massachusetts,01201,,
11836.0,for_sale,65000.0,,,2.0,1857278.0,Pittsfield,Massachusetts,01201,,
41392.0,for_sale,59000.0,,,1.04,1169791.0,Pittsfield,Massachusetts,01201,,
81218.0,for_sale,215900.0,2,1,,1382595.0,Pittsfield,Massachusetts,01201,1227.0,2008-09-30
41392.0,for_sale,35000.0,,,1.31,1142067.0,Pittsfield,Massachusetts,01201,,
94287.0,for_sale,149000.0,,,3.3,1850796.0,Pittsfield,Massachusetts,01201,,
11836.0,for_sale,265000.0,,,12.0,1857269.0,Pittsfield,Massachusetts,01201,,
48460.0,for_sale,129900.0,,,0.95,1990867.0,Pittsfield,Massachusetts,01201,,
89417.0,for_sale,39000.0,,,1.0,1964603.0,Sheffield,Massachusetts,01257,,
32014.0,for_sale,295000.0,,,51.0,1129050.0,Winchester,Connecticut,06098,,
10578.0,for_sale,50000.0,,,1.18,12001.0,Torrington,Connecticut,06790,,
69833.0,for_sale,39900.0,,,0.12,743854.0,Winchester,Connecticut,06098,,
56478.0,for_sale,149900.0,,,3.74,496595.0,Great Barrington,Massachusetts,01230,,2003-11-13
10277.0,for_sale,125000.0,,,4.08,1887322.0,Alford,Massachusetts,01266,,
56478.0,for_sale,98500.0,,,5.2,1628997.0,Monterey,Massachusetts,01245,,
56478.0,for_sale,99900.0,,,2.7,822908.0,Egremont,Massachusetts,01230,,1988-09-12
7905.0,for_sale,79500.0,,,13.14,1957447.0,Washington,Massachusetts,01223,,
107912.0,for_sale,23000.0,,,2.45,1971817.0,Becket,Massachusetts,01223,,
7905.0,for_sale,10000.0,,,0.53,1967702.0,Becket,Massachusetts,01223,,
81218.0,for_sale,74500.0,,,0.34,1902293.0,Becket,Massachusetts,01223,,
10194.0,for_sale,37000.0,,,2.04,1846940.0,Becket,Massachusetts,01223,,
37594.0,for_sale,299900.0,,,85.2,1888857.0,Hancock,Massachusetts,01237,,
10858.0,for_sale,570000.0,,,14.9,6972.0,Stockbridge,Massachusetts,01262,,
8147.0,for_sale,50195.0,,,14.5,1951940.0,Tyringham,Massachusetts,01264,,
4563.0,for_sale,95000.0,,,7.48,1922270.0,Pownal,Vermont,05261,,
56478.0,for_sale,750000.0,,,26.0,816669.0,Alford,Massachusetts,01230,,
107508.0,for_sale,85000.0,,,3.12,1853025.0,Monterey,Massachusetts,01245,,
56478.0,for_sale,89000.0,,,1.02,1953581.0,New Marlborough,Massachusetts,01259,,
74165.0,for_sale,75000.0,,,17.0,1241809.0,Bennington,Vermont,05201,,
107912.0,for_sale,300000.0,,,4.19,1946911.0,Stockbridge,Massachusetts,01262,,
9071.0,for_sale,49000.0,,,5.0,1450993.0,Canaan,New York,12029,,
107912.0,for_sale,225000.0,,,14.3,1876613.0,West Stockbridge,Massachusetts,01266,,
86588.0,for_sale,189000.0,,,6.62,1965717.0,Richmond,Massachusetts,01254,,
10277.0,for_sale,549500.0,,,57.0,1716171.0,Sheffield,Massachusetts,01257,,2003-06-16
38668.0,for_sale,100000.0,,,10.0,1953623.0,Hillsdale,New York,12529,,
56478.0,for_sale,79000.0,,,3.72,1887670.0,Egremont,Massachusetts,01258,,
94682.0,for_sale,299000.0,,,78.0,1866447.0,Canaan,New York,12029,,
10858.0,for_sale,175000.0,,,6.22,1838860.0,Great Barrington,Massachusetts,01230,,
94681.0,for_sale,495000.0,,,25.3,1839581.0,Austerlitz,New York,12017,,
43035.0,for_sale,149000.0,,,2.16,862919.0,Great Barrington,Massachusetts,01230,,
107912.0,for_sale,50000.0,,,1.18,1867815.0,New Marlborough,Massachusetts,01259,,
13841.0,for_sale,295000.0,,,7.83,270010.0,Stockbridge,Massachusetts,01262,,
21935.0,for_sale,595000.0,,,54.95,1851614.0,Egremont,Massachusetts,01258,,
9072.0,for_sale,349000.0,,,133.74,1983351.0,Canaan,New York,12029,,
94681.0,for_sale,429800.0,,,43.0,83922.0,New Marlborough,Massachusetts,01259,,
54746.0,for_sale,625000.0,,,19.7,598446.0,Hillsdale,New York,12529,,2021-01-20
56478.0,for_sale,239000.0,2,1,0.4,1510910.0,Egremont,Massachusetts,01230,1256.0,
56478.0,for_sale,369000.0,2,2,0.84,1011356.0,Great Barrington,Massachusetts,01230,1852.0,2008-07-25
56478.0,for_sale,189000.0,,,7.6,1860495.0,New Marlborough,Massachusetts,01230,,
41535.0,for_sale,585000.0,5,3,4.0,483334.0,Egremont,Massachusetts,01230,3488.0,1997-09-05
10858.0,for_sale,350000.0,2,1,0.48,1548132.0,Egremont,Massachusetts,01230,1048.0,2002-09-10
43035.0,for_sale,95000.0,,,1.26,1926808.0,Great Barrington,Massachusetts,01230,,
10277.0,for_sale,829000.0,5,5,1.46,1978449.0,Great Barrington,Massachusetts,01230,3808.0,
10277.0,for_sale,415000.0,,,105.61,255555.0,New Marlborough,Massachusetts,01230,,
10277.0,for_sale,854000.0,5,5,1.46,1978450.0,Great Barrington,Massachusetts,01230,3808.0,
10277.0,for_sale,849000.0,5,5,1.46,1978452.0,Great Barrington,Massachusetts,01230,3808.0,
44716.0,for_sale,199000.0,,,4.71,1167564.0,Great Barrington,Massachusetts,01230,,2002-05-03
10277.0,for_sale,829000.0,5,5,1.46,1978451.0,Great Barrington,Massachusetts,01230,3808.0,
55469.0,for_sale,1495000.0,11,8,20.0,1458898.0,New Marlborough,Massachusetts,01230,11065.0,
33937.0,for_sale,185000.0,,,1.51,1859883.0,Great Barrington,Massachusetts,01230,,
107912.0,for_sale,4900000.0,4,4,46.25,765693.0,Great Barrington,Massachusetts,01230,6240.0,
24168.0,for_sale,475000.0,,,15.0,1841117.0,New Marlborough,Massachusetts,01230,,
107912.0,for_sale,4400000.0,5,5,230.0,601634.0,Egremont,Massachusetts,01230,3240.0,
10277.0,for_sale,1590000.0,5,4,1.46,1760422.0,Great Barrington,Massachusetts,01230,3408.0,
56478.0,for_sale,990000.0,,,0.6,1391951.0,Great Barrington,Massachusetts,01230,,2006-06-06
107912.0,for_sale,2000000.0,,,55.0,1940104.0,Egremont,Massachusetts,01230,,
27628.0,for_sale,38500.0,,,8.98,1923520.0,Hoosick Falls,New York,12090,,
27628.0,for_sale,61900.0,3,2,0.2,871535.0,Berlin,New York,12090,1344.0,
39686.0,for_sale,759000.0,3,1,73.0,863172.0,Claverack,New York,12513,1800.0,
54745.0,for_sale,759000.0,3,1,73.04,863173.0,Claverack,New York,12513,1800.0,
23684.0,for_sale,34900.0,,,5.0,1935282.0,Pittstown,New York,12185,,
42445.0,for_sale,49100.0,,,2.61,1926848.0,Pownal,Vermont,05261,,
23402.0,for_sale,32900.0,,,0.34,148300.0,Copake,New York,12516,,2009-07-07
26849.0,for_sale,39500.0,,,0.22,1486107.0,Claverack,New York,12565,,
26849.0,for_sale,39500.0,,,0.22,1450895.0,Claverack,New York,12565,,
23684.0,for_sale,34900.0,,,1.29,897017.0,Pittstown,New York,12185,,
108002.0,for_sale,170000.0,,,26.54,1370186.0,Morris,Connecticut,06763,,
22550.0,for_sale,49000.0,,,2.4,1110796.0,Schodack Landing,New York,12123,,
89855.0,for_sale,89000.0,,,6.8,1937439.0,New Lebanon,New York,12212,,
89855.0,for_sale,139000.0,,,31.5,1937439.0,New Lebanon,New York,12212,,
54745.0,for_sale,759000.0,,,73.04,863173.0,Claverack,New York,12513,,
29847.0,for_sale,65000.0,,,1.44,18460.0,Morris,Connecticut,06763,,2018-03-14
91394.0,for_sale,80000.0,,,0.96,366068.0,Thomaston,Connecticut,06787,,
37676.0,for_sale,499000.0,,,18.9,1053780.0,Hillsdale,New York,12529,,2015-02-25
54745.0,for_sale,525000.0,,,31.0,1917424.0,Taghkanic,New York,12521,,
29847.0,for_sale,139000.0,,,1.26,511937.0,Litchfield,Connecticut,06759,,
107911.0,for_sale,150000.0,,,1.11,1762042.0,Goshen,Connecticut,06756,,
10368.0,for_sale,123000.0,3,1,1.45,1743456.0,Stephentown,New York,12168,1386.0,
27628.0,for_sale,29900.0,,,5.32,1904378.0,Grafton,New York,12138,,
45329.0,for_sale,34000.0,,,2.24,1260882.0,Hoosick,New York,12090,,
27628.0,for_sale,92500.0,3,2,1.0,439188.0,Hoosick,New York,12028,1056.0,
107911.0,for_sale,85000.0,,,5.06,1670271.0,Goshen,Connecticut,06756,,
68030.0,for_sale,359000.0,,,43.69,1743402.0,Pittstown,New York,12094,,2015-08-31
92572.0,for_sale,78500.0,,,2.09,680444.0,Bennington,Vermont,05201,,2013-09-13
107911.0,for_sale,150000.0,,,5.01,11544.0,Goshen,Connecticut,06756,,
107911.0,for_sale,150000.0,,,5.12,599187.0,Goshen,Connecticut,06756,,
105175.0,for_sale,110000.0,,,3.89,437303.0,Watertown,Connecticut,06795,,
54745.0,for_sale,879000.0,,,59.0,1000885.0,Copake,New York,12521,,
54745.0,for_sale,465000.0,,,50.3,1916811.0,Taghkanic,New York,12521,,
39686.0,for_sale,525000.0,,,32.0,1917424.0,Craryville,New York,12521,,
98460.0,for_sale,119000.0,,,16.66,859015.0,Canaan,Connecticut,06031,,2014-04-14
10277.0,for_sale,120000.0,,,4.7,1876620.0,Mount Washington,Massachusetts,01258,,
10277.0,for_sale,140000.0,,,4.7,1876620.0,Mount Washington,Massachusetts,01258,,
10277.0,for_sale,130000.0,,,4.5,1876620.0,Mount Washington,Massachusetts,01258,,
107912.0,for_sale,115000.0,,,1.22,1758017.0,Salisbury,Connecticut,06039,,
107912.0,for_sale,1595000.0,,,25.79,187179.0,Washington,Connecticut,06794,,
54746.0,for_sale,1995000.0,,,144.1,1129000.0,Washington,Connecticut,06794,,
4006.0,for_sale,49900.0,,,0.62,1907551.0,Pittsfield,Massachusetts,01201,,
16855.0,for_sale,344000.0,3,1,0.46,1629446.0,Pittsfield,Massachusetts,01201,1376.0,
21132.0,for_sale,299900.0,2,1,2.57,645911.0,Pittsfield,Massachusetts,01201,1593.0,1993-03-17
23402.0,for_sale,98000.0,,,6.0,791692.0,Hillsdale,New York,12529,,
107912.0,for_sale,395000.0,,,22.0,1446539.0,Stockbridge,Massachusetts,01262,,
107508.0,for_sale,159000.0,,,35.77,1864701.0,Sheffield,Massachusetts,01257,,
10858.0,for_sale,395000.0,,,8.3,1308667.0,Stockbridge,Massachusetts,01262,,
10858.0,for_sale,185000.0,,,1.98,532231.0,West Stockbridge,Massachusetts,01266,,
11094.0,for_sale,250000.0,,,13.9,1896106.0,New Marlborough,Massachusetts,01259,,
56478.0,for_sale,75000.0,,,2.28,1996258.0,Monterey,Massachusetts,01245,,
10858.0,for_sale,645000.0,,,1.7,764408.0,Stockbridge,Massachusetts,01262,,
56478.0,for_sale,129000.0,,,6.0,1637822.0,Hillsdale,New York,12529,,
56480.0,for_sale,129000.0,,,6.0,1637941.0,Hillsdale,New York,12529,,
10858.0,for_sale,1395000.0,,,103.4,1915768.0,Austerlitz,New York,12017,,
107912.0,for_sale,175800.0,,,14.63,793571.0,North Canaan,Connecticut,06018,,
37185.0,for_sale,649900.0,,,19.0,1921946.0,Stockbridge,Massachusetts,01262,,
102299.0,for_sale,259000.0,,,5.04,1898069.0,Stockbridge,Massachusetts,01262,,
53016.0,for_sale,100000.0,,,2.3,1875289.0,Richmond,Massachusetts,01254,,
107912.0,for_sale,875000.0,,,193.7,1916301.0,Monterey,Massachusetts,01245,,
37676.0,for_sale,150000.0,,,1.2,548055.0,Hillsdale,New York,12529,,
107912.0,for_sale,95000.0,,,3.5,1944726.0,Monterey,Massachusetts,01245,,
94681.0,for_sale,309900.0,4,2,0.07,919382.0,Stockbridge,Massachusetts,01262,2120.0,
22549.0,for_sale,2100000.0,2,1,274.0,834160.0,New Lebanon,New York,12125,2600.0,
7797.0,for_sale,849000.0,,7,1.1,983560.0,Austerlitz,New York,12017,7000.0,
7797.0,for_sale,849000.0,7,7,1.1,983560.0,Austerlitz,New York,12017,7000.0,
21935.0,for_sale,1950000.0,5,5,22.17,198714.0,West Stockbridge,Massachusetts,01266,5824.0,1996-01-05
9072.0,for_sale,225000.0,,,22.7,1645935.0,Canaan,New York,12029,,2007-08-31
9071.0,for_sale,225000.0,,,22.7,1987371.0,Canaan,New York,12029,,
9072.0,for_sale,225000.0,,,22.7,1987371.0,Canaan,New York,12029,,
24097.0,for_sale,265000.0,,,11.28,1905924.0,Hillsdale,New York,12529,,
55469.0,for_sale,625000.0,,,77.17,1845435.0,Monterey,Massachusetts,01245,,
94681.0,for_sale,325000.0,,,16.7,1738940.0,Austerlitz,New York,12017,,
10858.0,for_sale,105000.0,,,3.02,1637504.0,Monterey,Massachusetts,01245,,
56478.0,for_sale,95000.0,,,1.13,1977539.0,Egremont,Massachusetts,01258,,
15932.0,for_sale,109900.0,,,4.1,1732904.0,Hillsdale,New York,12529,,
107912.0,for_sale,395000.0,,,1.01,695076.0,Salisbury,Connecticut,06068,,2011-05-18
30768.0,for_sale,439000.0,3,2,1.85,1711966.0,Copake Falls,New York,12517,1657.0,
